nazwa_cwiczenia,nazwa_angielska,zrodlo,kategoria,poziom_trudnosci,pozycja_wyjsciowa,potrzebny_sprzet,liczba_powtorzen,czas_trwania_sekund,strony_ciala,ruch_glowny,wspomagane_krzeslem,mozna_w_lozku,mozna_siedzac,wymaga_stania,wymaga_podlogi,zalecane_schorzenia,przeciwwskazania,cel_terapeutyczny,wplyw_na_rownowage,wplyw_na_sile,wplyw_na_elastycznosc,wplyw_na_kardio,wplyw_na_postawe,intensywnosc,uwagi_bezpieczenstwa,opis_wykonania
Spacer zdrowotny w tempie konwersacyjnym,Brisk Health Walk (Talk Test Pace),Exercise for Older Adults – FSU College of Medicine; Growing Stronger – CDC,kardio,średni,stojąca,buty z dobrą podeszwą; bezpieczna trasa spacerowa,10-30 minut,,nogi; układ krążenia; układ oddechowy,spacer w tempie pozwalającym na rozmowę bez zadyszki,nie,nie,nie,tak,tak,brak schorzeń; słaba kondycja; nadwaga,niestabilna choroba serca; ostry ból w klatce piersiowej; zawroty głowy przy wysiłku,poprawa wydolności sercowo-oddechowej i kontroli masy ciała u seniorów,średni,średni,niski,wysoki,średni,średni,Spacerować po równym podłożu; zaczynać od krótszych odcinków i stopniowo wydłużać czas.,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: buty z dobrą podeszwą; bezpieczna trasa spacerowa. Następnie wykonuj ruch główny: spacer w tempie pozwalającym na rozmowę bez zadyszki. Wykonaj około 10-30 minut powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Spacerować po równym podłożu; zaczynać od krótszych odcinków i stopniowo wydłużać czas.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Schody jako trening kardio,Stair Walking for Fitness,Exercise for Older Adults – aerobic training examples; Aerobic Activity for Older Adults – Applebaum,kardio,trudny,stojąca u podstawy schodów,schody z poręczą,5-15 wejść w górę i w dół,,uda; łydki; układ krążenia,wchodzenie i schodzenie po schodach w równym tempie z użyciem poręczy,nie,nie,nie,tak,tak,brak istotnych schorzeń; słaba kondycja; słabe nogi,zaawansowana choroba serca; ciężka duszność przy niewielkim wysiłku; duże ryzyko upadku,zwiększenie wydolności i siły kończyn dolnych przy typowej aktywności codziennej,wysoki,wysoki,niski,wysoki,średni,wysoka,Zawsze używać poręczy; zaczynać od niewielkiej liczby wejść; przerwać przy zawrotach głowy lub bólu w klatce.,"Przyjmij pozycję wyjściową: stojąca u podstawy schodów. Przygotuj sprzęt: schody z poręczą. Następnie wykonuj ruch główny: wchodzenie i schodzenie po schodach w równym tempie z użyciem poręczy. Wykonaj około 5-15 wejść w górę i w dół powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Zawsze używać poręczy; zaczynać od niewielkiej liczby wejść; przerwać przy zawrotach głowy lub bólu w klatce.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Spacer z narastającym tempem,Progressive Pace Walk,Exercise for Older Adults – progression guidelines; Aerobic Activity for Older Adults – Applebaum,kardio,średni,stojąca,bezpieczna trasa spacerowa,3 odcinki po 5-10 minut,,nogi; układ krążenia,spacer rozpoczynany wolno z lekkim przyspieszeniem w środkowej części i spokojnym wyhamowaniem,nie,nie,nie,tak,tak,brak schorzeń; słaba kondycja; prewencja chorób sercowo-naczyniowych,niestabilna dławica; nieleczone arytmie; objawy alarmowe przy wysiłku,stopniowa adaptacja układu krążenia do dłuższego wysiłku aerobowego,średni,średni,niski,wysoki,średni,średni,Kontrolować tempo według „talk testu”; w razie zadyszki zwolnić.,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: bezpieczna trasa spacerowa. Następnie wykonuj ruch główny: spacer rozpoczynany wolno z lekkim przyspieszeniem w środkowej części i spokojnym wyhamowaniem. Wykonaj około 3 odcinki po 5-10 minut powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Kontrolować tempo według „talk testu”; w razie zadyszki zwolnić.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Taniec w domu,Home Dancing for Fitness,Exercise for Older Adults – examples of aerobic activity; Aerobic Activity for Older Adults – Applebaum,kardio,średni,stojąca,bezpieczna przestrzeń; wygodne obuwie; muzyka,10-20 minut,,nogi; biodra; całe ciało,prosty taniec w miejscu i z przemieszczaniem się w rytm muzyki,opcjonalnie,nie,opcjonalnie,tak,tak,brak schorzeń; słaba kondycja; obniżony nastrój,powazne zaburzenia równowagi; niestabilna choroba serca,zwiększenie wydatku energetycznego oraz poprawa nastroju w przyjemnej formie,średni,średni,średni,wysoki,średni,średni,Tańczyć w dobrze oświetlonym miejscu bez dywaników i kabli; tempo dostosować do możliwości.,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: bezpieczna przestrzeń; wygodne obuwie; muzyka. Następnie wykonuj ruch główny: prosty taniec w miejscu i z przemieszczaniem się w rytm muzyki. Wykonaj około 10-20 minut powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Tańczyć w dobrze oświetlonym miejscu bez dywaników i kabli; tempo dostosować do możliwości.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Spacer nordic walking,Nordic Walking,Exercise for Older Adults – walking; Growing Stronger – walking with poles as variation,kardio,średni,stojąca,kije nordic walking; teren płaski,15-30 minut,,nogi; ramiona; core,marsz z aktywną pracą kijów angażującą górną część ciała,nie,nie,nie,tak,tak,brak schorzeń; słaba kondycja; nadwaga; słabe ramiona,zaawansowane zaburzenia równowagi; ostry ból barków,połączenie treningu wytrzymałościowego z lekkim treningiem siłowym górnej połowy ciała,wysoki,średni,niski,wysoki,wysoki,średni,Używać właściwej techniki pracy kijami; dobrać teren bez śliskich odcinków.,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: kije nordic walking; teren płaski. Następnie wykonuj ruch główny: marsz z aktywną pracą kijów angażującą górną część ciała. Wykonaj około 15-30 minut powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Używać właściwej techniki pracy kijami; dobrać teren bez śliskich odcinków.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzacy marsz kardio,Seated Cardio March,Chair & Seated Exercises for Seniors – Lifeline; Aerobic Activity for Older Adults – seated options,kardio,łatwy,siedząca na krześle,stabilne krzesło,2-5 minut,,biodra; kolana; układ krążenia,marsz w miejscu z unoszeniem kolan i ewentualnym ruchem ramion,tak,opcjonalnie,tak,nie,tak,słaba kondycja; ograniczona mobilność; słabe nogi,niestabilna choroba serca; ciężka duszność spoczynkowa,podniesienie tętna u osób; które nie mogą ćwiczyć w staniu,średni,średni,niski,średni,wysoki,niska,Utrzymywać wyprostowaną sylwetkę; przerwać przy zawrotach głowy lub nadmiernej duszności.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: stabilne krzesło. Następnie wykonuj ruch główny: marsz w miejscu z unoszeniem kolan i ewentualnym ruchem ramion. Wykonaj około 2-5 minut powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Utrzymywać wyprostowaną sylwetkę; przerwać przy zawrotach głowy lub nadmiernej duszności.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzacy pajacyk bez podskoku,Seated Low-Impact Jacks,Easy 10 Minute Seated Core / Chair-based cardio for seniors,kardio_core,średni,siedząca na krześle,krzesło,20-30,,nogi; ramiona; core,naprzemienne rozszerzanie nóg na boki z jednoczesnym unoszeniem ramion,tak,nie,tak,nie,tak,słaba kondycja; słaby core; ograniczona mobilność,niestabilne choroby serca; ból barków przy unoszeniu ramion,poprawa kondycji i koordynacji całego ciała w pozycji siedzącej,średni,średni,niski,średni,wysoki,średni,Nie „wypadać” z krzesła; zachować kontakt pośladków z siedziskiem.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: krzesło. Następnie wykonuj ruch główny: naprzemienne rozszerzanie nóg na boki z jednoczesnym unoszeniem ramion. Wykonaj około 20-30 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Nie „wypadać” z krzesła; zachować kontakt pośladków z siedziskiem.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzacy rowerek nogami,Seated Air Cycling,Seated core exercises for seniors – Liv Hospital; Better5 seated core routine,kardio_core,średni,siedząca nieco odsunięta od oparcia,krzesło,20-40 ruchów,,brzuch; biodra; nogi,unoszenie obu nóg i wykonywanie ruchu kolistego jak na rowerze,tak,opcjonalnie,tak,nie,tak,słaby core; słaba kondycja; ograniczona mobilność,niestabilne choroby kręgosłupa; silny ból bioder lub pleców,wzmocnienie mięśni brzucha i poprawa krążenia w kończynach dolnych,średni,średni,niski,średni,wysoki,średni,Trzymać się siedziska dla stabilizacji; przerwać przy bólu w dolnych plecach.,"Przyjmij pozycję wyjściową: siedząca nieco odsunięta od oparcia. Przygotuj sprzęt: krzesło. Następnie wykonuj ruch główny: unoszenie obu nóg i wykonywanie ruchu kolistego jak na rowerze. Wykonaj około 20-40 ruchów powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Trzymać się siedziska dla stabilizacji; przerwać przy bólu w dolnych plecach.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzace unoszenie boczne ramion,Seated Lateral Arm Raises,Chair & Seated Exercises for Seniors – Lifeline; Strength training for older adults,siła,łatwy,siedząca,małe hantle lub butelki z wodą opcjonalnie,10-15,,barki; ramiona,unoszenie ramion bokiem do wysokości barków i powolne opuszczanie,tak,opcjonalnie,tak,nie,tak,słabe ramiona; słaba kondycja; brak istotnych schorzeń barków,ostry ból barku; niestabilność stawu barkowego,wzmocnienie odwodzicieli barku dla funkcji sięgania i podnoszenia,niski,wysoki,średni,niski,wysoki,niska,Nie unosić ciężarów powyżej poziomu barku przy bólu; łokcie lekko ugięte.,"Przyjmij pozycję wyjściową: siedząca. Przygotuj sprzęt: małe hantle lub butelki z wodą opcjonalnie. Następnie wykonuj ruch główny: unoszenie ramion bokiem do wysokości barków i powolne opuszczanie. Wykonaj około 10-15 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Nie unosić ciężarów powyżej poziomu barku przy bólu; łokcie lekko ugięte.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Wyciskanie nad głowę w staniu z małym ciężarem,Standing Overhead Press with Light Weights,Growing Stronger – CDC; Strength training guidelines for older adults,siła,średni,stojąca,małe hantle lub butelki z wodą,8-12,,barki; triceps; core,wyciskanie ciężaru z poziomu barków nad głowę i powrót,opcjonalnie,nie,opcjonalnie,tak,tak,słabe ramiona; słabe plecy; brak ostrych problemów barkowych,ostry ból barku; niekontrolowane nadciśnienie,wzmocnienie górnej części ciała dla codziennych czynności nad głową,średni,wysoki,średni,niski,wysoki,średni,Napinać mięśnie brzucha dla ochrony lędźwi; nie wstrzymywać oddechu.,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: małe hantle lub butelki z wodą. Następnie wykonuj ruch główny: wyciskanie ciężaru z poziomu barków nad głowę i powrót. Wykonaj około 8-12 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Napinać mięśnie brzucha dla ochrony lędźwi; nie wstrzymywać oddechu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Przysiad z krzesłem jako zabezpieczeniem,Chair-Assisted Squat,10 Chair Exercises for Seniors – bodyweight chair-assisted squat; Growing Stronger – sit-to-stand progression,siła_funkcjonalna,średni,stojąca przed krzesłem,stabilne krzesło,8-12,,uda; pośladki; core,ugięcie bioder i kolan jak do siadania z lekkim dotknięciem siedziska i powrót,tak,nie,nie,tak,tak,słabe nogi; brak ostrych bólów kolan; prewencja upadków,ostry ból kolan; niestabilność stawów; zaawansowana choroba serca,wzmocnienie kończyn dolnych i poprawa funkcji siadania/wstawania,wysoki,wysoki,średni,średni,wysoki,średni,Kolana nie powinny wychodzić znacznie przed palce; trzymać stopy na szerokość bioder.,"Przyjmij pozycję wyjściową: stojąca przed krzesłem. Przygotuj sprzęt: stabilne krzesło. Następnie wykonuj ruch główny: ugięcie bioder i kolan jak do siadania z lekkim dotknięciem siedziska i powrót. Wykonaj około 8-12 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Kolana nie powinny wychodzić znacznie przed palce; trzymać stopy na szerokość bioder.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Wykrok w tył z asekuracją krzesła,Chair-Assisted Reverse Lunge,10 Chair Exercises for Seniors – reverse lunge; Exercise for Older Adults strength examples,siła_równowaga,trudny,stojąca za krzesłem,stabilne krzesło,8-10 na nogę,,uda; pośladki; równowaga,krok w tył z ugięciem przedniego kolana i powrót do pozycji wyjściowej,tak,nie,nie,tak,tak,brak istotnych schorzeń; słabe nogi; profilaktyka upadków,zaawansowana choroba stawów kolan/bioder; wysokie ryzyko upadku,wzmocnienie kończyn dolnych i trening kontroli kroku w tył,wysoki,wysoki,średni,średni,średni,wysoka,Zawsze trzymać ręce na oparciu; krok w tył ma być niewielki na początku.,"Przyjmij pozycję wyjściową: stojąca za krzesłem. Przygotuj sprzęt: stabilne krzesło. Następnie wykonuj ruch główny: krok w tył z ugięciem przedniego kolana i powrót do pozycji wyjściowej. Wykonaj około 8-10 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Zawsze trzymać ręce na oparciu; krok w tył ma być niewielki na początku.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Odchylenie tulowia przy scianie,Wall Plank (Inclined),Core exercise programme – Royal Berkshire NHS; Core exercises for seniors (wall planks),core_postura,średni,stojąca przodem do ściany,ściana,3-5 pozycji po 20-30 sekund,20-30,core; barki; plecy,utrzymanie pozycji podporu na ścianie z ciałem w lekkim skosie,nie,nie,nie,tak,tak,słaby core; słabe plecy; brak ostrych bólów barków,ostry ból barków lub nadgarstków; zawroty głowy przy pochyleniu,bezpieczne wzmocnienie mięśni tułowia i poprawa postawy,średni,wysoki,niski,niski,wysoki,niska,Stopy w odległości dostosowanej do siły; im dalej od ściany; tym trudniej.,"Przyjmij pozycję wyjściową: stojąca przodem do ściany. Przygotuj sprzęt: ściana. Następnie wykonuj ruch główny: utrzymanie pozycji podporu na ścianie z ciałem w lekkim skosie. Wykonaj około 3-5 pozycji po 20-30 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Jeżeli ćwiczenie jest czasowe, wykonuj je przez około 20-30 sekund. Zwróć uwagę na bezpieczeństwo: Stopy w odległości dostosowanej do siły; im dalej od ściany; tym trudniej.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Mostek biodrowy z akcentem na core,Bridge with Core Focus,Core exercise programme – Royal Berkshire NHS; 5 Minute Core Exercises for Seniors,core_postura,średni,leżąca na plecach z ugiętymi kolanami,mata lub łóżko,10-15,,pośladki; core; dolne plecy,unoszenie miednicy z aktywnym wciąganiem brzucha,nie,tak,nie,nie,opcjonalnie,słaby core; słabe pośladki; ból dolnych pleców bez objawów alarmowych,ostry ból kręgosłupa; niestabilność kręgosłupa; świeże operacje,wzmocnienie pośladków i głębokich mięśni brzucha dla stabilizacji tułowia,niski,wysoki,średni,niski,wysoki,niska,Nie unosić miednicy wyżej niż komfort; utrzymywać brzuch lekko napięty.,"Przyjmij pozycję wyjściową: leżąca na plecach z ugiętymi kolanami. Przygotuj sprzęt: mata lub łóżko. Następnie wykonuj ruch główny: unoszenie miednicy z aktywnym wciąganiem brzucha. Wykonaj około 10-15 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Nie unosić miednicy wyżej niż komfort; utrzymywać brzuch lekko napięty.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Core w staniu – unoszenie kolana,Standing Core March,20 Standing Core Exercises for Seniors; Core exercises for seniors (standing leg raises),core_równowaga,średni,stojąca przy blacie,blat lub oparcie krzesła,10-15 na nogę,,core; biodra; nogi,unoszenie kolana w górę z lekkim napięciem brzucha,tak,nie,opcjonalnie,tak,tak,słaby core; problemy z równowagą; brak ostrych bólów bioder,wysokie ryzyko upadku bez asekuracji,wzmocnienie mięśni tułowia odpowiedzialnych za kontrolę podczas chodu,wysoki,średni,niski,niski,wysoki,niska,Trzymać się podparcia jedną ręką; nie unosić kolana zbyt wysoko.,"Przyjmij pozycję wyjściową: stojąca przy blacie. Przygotuj sprzęt: blat lub oparcie krzesła. Następnie wykonuj ruch główny: unoszenie kolana w górę z lekkim napięciem brzucha. Wykonaj około 10-15 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Trzymać się podparcia jedną ręką; nie unosić kolana zbyt wysoko.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Core w staniu – skręt z gumą,Standing Band Rotation,Core exercises for seniors – dynamic patterns; 5 Minute Core Exercises for Seniors,core_równowaga,średni,stojąca bokiem do punktu zaczepienia taśmy,taśma oporowa,8-12 na stronę,,core; barki,rotacja tułowia z wyciągniętymi rękami trzymającymi taśmę,opcjonalnie,nie,opcjonalnie,tak,tak,słaby core; brak ostrych problemów barków; brak objawów neurologicznych przy skręcie,zawroty głowy przy skręcie; ostre bóle kręgosłupa,wzmocnienie mięśni rotacyjnych tułowia i poprawa stabilizacji przy ruchach skrętnych,wysoki,wysoki,średni,niski,wysoki,średni,Zaczynać od lekkiego oporu taśmy; ruch kontrolowany bez szarpnięć.,"Przyjmij pozycję wyjściową: stojąca bokiem do punktu zaczepienia taśmy. Przygotuj sprzęt: taśma oporowa. Następnie wykonuj ruch główny: rotacja tułowia z wyciągniętymi rękami trzymającymi taśmę. Wykonaj około 8-12 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Zaczynać od lekkiego oporu taśmy; ruch kontrolowany bez szarpnięć.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Rozciąganie klatki piersiowej przy futrynie,Doorway Chest Stretch,Strength and balance / posture guidance for older adults; common physio chest stretch,rozciąganie_postura,łatwy,stojąca w drzwiach,framuga drzwi,3 powtórzenia po 20-30 sekund,20-30,klatka piersiowa; barki,rozciąganie przedniej części klatki poprzez oparcie przedramion o futrynę i lekkie wysunięcie tułowia,opcjonalnie,nie,opcjonalnie,tak,tak,zła postura; zaokrąglone plecy; sztywność barków,ostry ból barku; niestabilność barku; świeży zabieg w obrębie klatki piersiowej,otwarcie klatki piersiowej i zmniejszenie zaokrąglenia górnej części pleców,niski,niski,wysoki,niski,wysoki,bardzo niska,Utrzymywać rozciąganie bez bólu ostrego; nie wypychać głowy do przodu.,"Przyjmij pozycję wyjściową: stojąca w drzwiach. Przygotuj sprzęt: framuga drzwi. Następnie wykonuj ruch główny: rozciąganie przedniej części klatki poprzez oparcie przedramion o futrynę i lekkie wysunięcie tułowia. Wykonaj około 3 powtórzenia po 20-30 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Jeżeli ćwiczenie jest czasowe, wykonuj je przez około 20-30 sekund. Zwróć uwagę na bezpieczeństwo: Utrzymywać rozciąganie bez bólu ostrego; nie wypychać głowy do przodu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Rozciąganie łydki przy ścianie,Standing Calf Stretch,14 Exercises for Seniors to Improve Strength and Balance – calf stretch; standard physio protocol,rozciąganie,łatwy,stojąca przodem do ściany,ściana lub oparcie krzesła,2-3 na nogę po 20-30 sekund,20-30,łydki; kostki,wysunięcie jednej nogi do tyłu i rozciąganie łydki przy zachowaniu pięty na podłodze,tak,nie,opcjonalnie,tak,tak,sztywność łydek; ból kostek; profilaktyka upadków,ostry ból Achillesa; świeży uraz kostki,poprawa elastyczności łydki i zakresu zgięcia grzbietowego stopy,średni,niski,wysoki,niski,średni,bardzo niska,Rozciągać do uczucia ciągnięcia; nie bólu; utrzymywać piętę na podłożu.,"Przyjmij pozycję wyjściową: stojąca przodem do ściany. Przygotuj sprzęt: ściana lub oparcie krzesła. Następnie wykonuj ruch główny: wysunięcie jednej nogi do tyłu i rozciąganie łydki przy zachowaniu pięty na podłodze. Wykonaj około 2-3 na nogę po 20-30 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Jeżeli ćwiczenie jest czasowe, wykonuj je przez około 20-30 sekund. Zwróć uwagę na bezpieczeństwo: Rozciągać do uczucia ciągnięcia; nie bólu; utrzymywać piętę na podłożu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
